Abalone_2,Cleaner fish_2,Giant kelp_2,Herbivorous fishes_2,Large invertebrate-eating fishes_2,Limpets_2,Omnivorous invertebrates_2,Planktivorous fishes_2,Predatory invertebrates_2,Small invertebrate-eating fishes_2,Small piscivorous fishes_2,Snails_2,Understory kelp_2,Urchins_2,Abalone_3,Cleaner fish_3,Giant kelp_3,Herbivorous fishes_3,Large invertebrate-eating fishes_3,Limpets_3,Omnivorous invertebrates_3,Planktivorous fishes_3,Predatory invertebrates_3,Small invertebrate-eating fishes_3,Small piscivorous fishes_3,Snails_3,Understory kelp_3,Urchins_3,Abalone_7,Cleaner fish_7,Giant kelp_7,Herbivorous fishes_7,Large invertebrate-eating fishes_7,Limpets_7,Omnivorous invertebrates_7,Planktivorous fishes_7,Predatory invertebrates_7,Small invertebrate-eating fishes_7,Small piscivorous fishes_7,Snails_7,Understory kelp_7,Urchins_7,Abalone_1,Cleaner fish_1,Giant kelp_1,Herbivorous fishes_1,Large invertebrate-eating fishes_1,Limpets_1,Omnivorous invertebrates_1,Planktivorous fishes_1,Predatory invertebrates_1,Small invertebrate-eating fishes_1,Small piscivorous fishes_1,Snails_1,Understory kelp_1,Urchins_1,Abalone_4,Cleaner fish_4,Giant kelp_4,Herbivorous fishes_4,Large invertebrate-eating fishes_4,Limpets_4,Omnivorous invertebrates_4,Planktivorous fishes_4,Predatory invertebrates_4,Small invertebrate-eating fishes_4,Small piscivorous fishes_4,Snails_4,Understory kelp_4,Urchins_4,Abalone_5,Cleaner fish_5,Giant kelp_5,Herbivorous fishes_5,Large invertebrate-eating fishes_5,Limpets_5,Omnivorous invertebrates_5,Planktivorous fishes_5,Predatory invertebrates_5,Small invertebrate-eating fishes_5,Small piscivorous fishes_5,Snails_5,Understory kelp_5,Urchins_5,Abalone_6,Cleaner fish_6,Giant kelp_6,Herbivorous fishes_6,Large invertebrate-eating fishes_6,Limpets_6,Omnivorous invertebrates_6,Planktivorous fishes_6,Predatory invertebrates_6,Small invertebrate-eating fishes_6,Small piscivorous fishes_6,Snails_6,Understory kelp_6,Urchins_6
NA,-3.302257434,NA,-4.358310108,-4.733003557,-1.832581464,-1.714798428,-1.501480771,-1.427116356,-2.837020582,-3.755019257,-0.314710745,-1.660731207,3.913821387,NA,-2.107018309,-3.912023005,-6.43775165,-5.051457289,-3.218875825,-1.46967597,-2.787093408,-2.302585093,-3.174858939,-5.083205987,-0.616186139,0.850150929,3.461978854,NA,NA,NA,NA,NA,NA,-0.820980552,NA,-1.609437912,-5.521460918,-7.13089883,0,-4.605170186,4.151354817,NA,-0.850502991,NA,NA,-4.933674253,-4.605170186,-0.198450939,-3.170085661,-2.207274913,-2.503478035,-4.406319327,0.076961041,-0.072570693,4.018363041,NA,-4.039856377,-1.609437912,-2.566550639,-3.763603,-2.995732274,-0.415515444,-0.625862434,-1.078809661,-2.192834229,-2.093946228,-2.813410717,-0.415515444,2.032087845,-2.302585093,-1.737271284,-1.514127733,-3.369698715,-3.346709196,-1.514127733,-0.867500568,-2.03408584,-0.400477567,-2.528231775,-2.721135441,-2.995732274,0.438254931,2.066862759,-4.605170186,-0.317454231,-1.660731207,-4.491841501,-4.933674253,-2.995732274,-1.049822124,-2.995732274,-1.832581464,-3.713172147,-3.973898409,-0.755022584,1.302912752,3.220474546
NA,-3.952845,NA,-5.521460918,-5.744604469,-1.386294361,-1.966112856,-2.161085531,-0.994252273,-2.864704011,-4.605170186,-0.798507696,NA,3.892636292,-3.912023005,-0.03334998,NA,-4.733003557,-4.933674253,-1.897119985,-1.609437912,-3.132698129,-1.897119985,-2.948848688,-4.688551795,-0.616186139,0.392042088,3.552773321,NA,-6.032286542,NA,NA,NA,-2.407945609,-0.891598119,NA,-1.078809661,-4.509860006,-5.472670754,0.385262401,-3.218875825,3.480624515,NA,-1.719252778,NA,-4.933674253,-3.763603,NA,-1.139434283,-2.353878387,-1.771956842,-1.46967597,-3.53358657,-0.371063681,-0.478035801,3.593194204,-3.506557897,-3.575550769,-2.207274913,-3.995404614,-3.280751229,-2.407945609,-0.713349888,-0.489064132,-0.994252273,-1.820158944,-1.870802677,NA,1.16315081,2.161021529,-2.525728644,-2.787093408,0,-4.039856377,-3.003764445,-1.832581464,-1.660731207,-1.057854296,-0.94160854,-1.621510494,-2.401301066,-3.912023005,1.627277831,1.816452082,NA,-0.892574205,-1.714798428,-4.828313737,-3.604538306,-2.813410717,-2.302585093,-2.761450978,-1.347073648,-1.437166691,-2.972015747,-2.120263536,1.238374231,3.323596136
NA,-4.645992181,NA,-6.032286542,-5.744604469,-1.897119985,-1.30933332,-1.690647968,-1.46967597,-2.911391125,-5.149897361,-0.693147181,NA,3.603049198,-4.605170186,-1.605445891,NA,-6.032286542,-5.521460918,-2.207274913,-1.203972804,-1.786175091,-1.347073648,-3.568433301,-4.028556822,-0.356674944,0.357674444,3.140265424,NA,NA,NA,NA,NA,NA,-0.653926467,NA,-0.891598119,-6.907755279,-6.43775165,0.741937345,-3.912023005,3.387436466,NA,-4.086376393,NA,-5.744604469,-4.297685486,-4.605170186,0.104360015,-3.912023005,-1.660731207,-2.826833737,-4.645992181,-0.139262067,-0.916290732,3.877017396,-3.912023005,-3.280751229,-0.994252273,-3.393229212,-3.835061964,-2.040220829,-0.105360516,-1.038458366,-1.108662625,-2.926206211,-2.525728644,-2.302585093,0.463734016,2.215937286,-2.525728644,0.042292912,0.231111721,-3.575550769,-3.835061964,-1.966112856,-1.427116356,-1.835084594,-0.967584026,-2.830217835,-2.592937394,-3.218875825,0.896088025,1.556037136,NA,-1.857899272,-1.514127733,-4.733003557,-4.828313737,-3.218875825,-1.966112856,-2.412399959,-1.714798428,-3.53358657,-3.882464203,-1.021651248,1.153731588,3.367640598
-4.605170186,-1.732736129,NA,-2.688247574,-6.032286542,-1.832581464,-1.660731207,-0.42159449,-1.272965676,-2.736449676,-4.688551795,-0.562118918,NA,3.650658241,NA,0.53579137,-2.302585093,-3.003764445,-5.744604469,-2.207274913,-1.139434283,-1.474907019,-1.386294361,-3.011861655,-4.779523573,-1.078809661,0.3074847,3.397523976,NA,-1.420471813,NA,NA,NA,NA,-0.494296322,NA,-1.139434283,-5.298317367,-7.13089883,0.223143551,-4.605170186,3.171364842,NA,-2.577021939,-4.605170186,-7.13089883,-5.184988681,NA,-0.733969175,-3.208925494,-3.506557897,-2.337176538,-4.312500572,-0.733969175,-1.139434283,3.540379446,NA,-1.506881324,-1.171182982,-3.280751229,-3.665162927,-2.302585093,-0.510825624,-1.233058385,-1.514127733,-2.479322271,-2.434974281,-3.506557897,0.463734016,1.95586048,-2.813410717,1.381884653,-0.235722334,-3.872802292,-3.239078532,-2.120263536,-2.813410717,0.372941916,-1.272965676,-2.265289308,-2.105374924,NA,0.58221562,1.8017098,NA,-0.75587401,-1.966112856,-5.051457289,-4.039856377,-3.506557897,-2.525728644,-1.115961927,-2.120263536,-3.194183212,-3.772261063,-4.605170186,0.985816795,3.120159852
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.141914784,-1.46967597,-5.051457289,-3.036554268,-1.966112856,-0.713349888,-1.848964943,-1.966112856,-2.1086644,-2.628315233,-3.506557897,0.21511138,2.033397603,-4.605170186,-3.634391269,-0.733969175,-4.491841501,-3.324236341,-2.040220829,-0.776528789,-2.525728644,-1.078809661,-2.603690186,-3.713172147,-2.995732274,0.385262401,2.242835089,-4.605170186,NA,-1.46967597,NA,-5.184988681,-4.605170186,-1.171182982,-5.184988681,-2.302585093,-4.879607032,-7.13089883,-0.867500568,1.00795792,3.29175447
NA,-0.781759839,-1.108662625,-3.575550769,-4.828313737,-1.897119985,-2.302585093,-2.882403588,-2.207274913,-3.066154738,-4.645992181,-1.771956842,0.270027137,2.601207105,-4.605170186,-0.074723546,-1.30933332,-4.297685486,-4.240527072,-3.218875825,-1.771956842,-1.449021191,-2.995732274,-3.738069698,-4.96184513,-1.897119985,1.811562097,2.791165108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.989235274,-3.506557897,-7.13089883,-2.896792326,-3.912023005,-0.446287103,-4.422848629,-4.605170186,-2.444148657,-4.439655748,-0.020202707,1.675225653,3.654288009,-3.506557897,-2.47693848,-1.514127733,-2.95651156,-3.696911626,-2.813410717,-2.407945609,-0.633369977,-1.966112856,-2.582298996,-2.840439389,-3.218875825,0.182321557,2.609334228,-2.995732274,-1.362577835,-0.916290732,-3.467337184,-3.020024966,-2.813410717,-3.912023005,-0.432630776,-1.897119985,-2.451085101,-2.764620553,-3.506557897,0.262364264,2.032087845,NA,-1.621510494,-2.040220829,-6.43775165,-3.665162927,-2.995732274,-2.407945609,-1.827593922,-2.302585093,-3.619353391,-4.374058465,-2.659260037,1.075002423,3.726656818
NA,-1.852784171,-0.755022584,-4.933674253,-4.422848629,-2.120263536,-2.302585093,-1.852784171,-2.207274913,-5.083205987,-5.051457289,-1.966112856,2.206074193,1.264126727,NA,-0.212203611,-0.446287103,-4.828313737,-3.547379892,-2.659260037,-0.891598119,-1.692819521,-2.525728644,-4.147745339,-4.017383521,-2.659260037,2.253394849,1.642872689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.719252778,NA,-6.43775165,-3.123565645,-3.912023005,-0.105360516,-2.712058222,-3.506557897,-3.024131748,-5.472670754,0.463734016,1.078409581,3.489208259,NA,-2.80016549,-1.514127733,-4.645992181,-3.160606917,-2.525728644,-0.385662481,-0.840256046,-1.832581464,-2.95651156,-3.061872076,NA,-0.579818495,2.234306252,-2.995732274,-1.658628157,-0.776528789,-3.763603,-2.620039324,-2.207274913,-1.46967597,-1.337885222,-2.407945609,-3.061872076,-3.649658741,-3.506557897,-0.051293294,2.028148247,NA,-1.447319063,-2.813410717,-5.184988681,-3.575550769,-3.506557897,-1.203972804,-1.333322476,-2.659260037,-3.123565645,-4.268697949,-1.514127733,0.737164066,3.627535824
NA,-1.798180037,-0.597837001,-3.729701449,-4.933674253,-2.995732274,-3.506557897,-5.051457289,-1.560647748,-3.011861655,-3.597212266,-2.120263536,0.916290732,1.89761986,NA,-1.894456867,-1.049822124,-2.47693848,-3.07045582,-3.218875825,-2.207274913,-3.561366134,-1.714798428,-3.755019257,-3.922073341,-2.995732274,2.12704052,2.554121719,NA,-7.13089883,NA,NA,NA,NA,-0.84397007,NA,-1.427116356,-5.11599581,-6.43775165,0.932164081,NA,3.97274174,NA,-2.107018309,NA,NA,-3.604538306,-4.605170186,-0.223143551,-2.840439389,-2.995732274,-2.032557956,-3.296837366,0.292669614,0.810930216,3.595941458,NA,-0.42159449,-2.120263536,-4.240527072,-2.826833737,-2.659260037,-0.967584026,-0.964431107,-1.771956842,-2.54338358,-2.653562016,-4.605170186,0.09531018,2.551786179,-2.995732274,0.183654002,-1.237874356,-3.79869432,-2.868218953,-1.714798428,-2.120263536,-0.552342304,-1.897119985,-2.437259996,-3.307707039,-3.912023005,-0.083381609,2.181546765,-4.605170186,0.052971885,-2.302585093,-5.521460918,-3.417326764,-2.995732274,-2.525728644,-1.462743533,-2.659260037,-2.140466244,-3.48675527,-2.040220829,0.58221562,3.999850716
NA,-0.778269434,-1.609437912,-5.521460918,-4.186459851,-2.525728644,-1.897119985,-3.036554268,-2.207274913,-4.456750181,-5.426150738,-2.040220829,1.483874689,2.478217662,NA,0.070272053,-3.218875825,-4.733003557,-3.912023005,-3.506557897,-0.867500568,-3.589939506,-1.203972804,-5.521460918,-5.683979847,-2.120263536,1.85629799,2.994231147,NA,-2.941244088,NA,NA,NA,NA,-0.400477567,NA,-1.203972804,-6.907755279,-6.907755279,0.438254931,NA,3.819688394,NA,-3.604538306,NA,NA,-4.645992181,NA,-0.051293294,-7.13089883,-2.525728644,-3.302257434,-5.381698975,0.636576829,0.21511138,3.560761951,NA,-1.751001477,-1.897119985,-3.763603,-3.467337184,-1.897119985,-0.430782916,-0.717439873,-1.386294361,-3.393229212,-3.435788826,-4.605170186,-0.010050336,2.48740353,-2.995732274,-3.087847562,-2.207274913,-4.135166557,-2.840439389,-2.407945609,-0.798507696,-1.285906187,-1.560647748,-3.473768074,-3.554348561,-3.912023005,-0.314710745,2.528923535,-4.605170186,-4.933674253,NA,-6.43775165,-3.036554268,-2.995732274,-1.560647748,-2.481711759,-1.46967597,-2.793608089,-4.297685486,-1.427116356,-1.609437912,4.2981014
NA,-1.134446742,-0.562118918,-3.872802292,-3.493312671,-3.912023005,-2.659260037,-2.833613424,-1.171182982,-2.697110261,-3.634391269,-1.560647748,1.131402111,2.265921109,NA,-0.536485371,-0.235722334,-2.688247574,-2.676551534,-4.605170186,-2.525728644,-1.878625402,-1.714798428,-3.942482213,-3.688879454,-1.427116356,2.002830439,2.829677689,NA,NA,NA,NA,NA,-2.995732274,0.019802627,NA,-1.078809661,NA,NA,0.828551818,-4.605170186,3.296577333,NA,-2.676551534,NA,-7.13089883,-4.565949473,-3.912023005,-0.867500568,-3.863232841,-2.302585093,-2.191043718,-5.339139361,0.570979547,-0.527632742,3.302113423,NA,-1.028340236,-0.139262067,-3.604538306,-2.926206211,-1.966112856,-1.714798428,-0.537169599,-1.427116356,-2.284745175,-2.850766503,-3.506557897,0.90016135,2.489894191,-3.506557897,-1.188099455,0.231111721,-3.053361386,-2.47693848,-2.995732274,-1.966112856,-1.46967597,-1.966112856,-1.989235274,-2.187472286,-2.995732274,1.160020917,2.298577072,NA,-2.748872196,NA,NA,-3.729701449,-4.605170186,-2.995732274,-3.995404614,-2.813410717,-3.442019376,-4.733003557,-3.506557897,NA,3.860729711
NA,-1.732736129,-1.832581464,-6.43775165,-4.645992181,-3.912023005,-1.897119985,-2.577021939,-0.84397007,-4.828313737,-4.803621125,-2.120263536,1.874874376,2.786245049,NA,-0.327393573,-1.237874356,-5.521460918,-5.051457289,-3.912023005,-1.46967597,-3.123565645,-1.30933332,-5.051457289,-7.13089883,-2.040220829,2.30058309,3.394172767,NA,NA,NA,NA,NA,-4.605170186,0.405465108,NA,-1.237874356,NA,-6.907755279,-0.287682072,-2.120263536,3.360028105,NA,-5.339139361,NA,-7.13089883,-5.051457289,-3.912023005,0.223143551,-4.990832667,-2.120263536,-4.028556822,-5.472670754,1.289232648,-2.995732274,3.470412451,-4.605170186,-2.813410717,-0.891598119,-3.835061964,-4.565949473,-2.659260037,-0.579818495,-2.926206211,-1.203972804,-3.291446518,-3.696911626,NA,0.39877612,2.694627181,NA,-5.744604469,-0.385662481,-3.634391269,-3.239078532,-1.897119985,-1.514127733,-0.631863952,-1.347073648,-3.11451581,-3.499913355,-2.813410717,0.343589704,2.674148649,NA,NA,NA,NA,NA,NA,-1.560647748,NA,-2.302585093,-4.722953222,NA,-2.302585093,NA,3.911022505
NA,-1.650259907,-0.510825624,-4.086376393,-3.995404614,-3.912023005,-3.912023005,-3.393229212,-1.272965676,-3.763603,-4.051285073,-3.506557897,0.875468737,2.271094426,NA,-0.536485371,-1.272965676,-3.467337184,-3.07045582,-3.912023005,-2.525728644,-2.185691342,-1.966112856,-2.392509801,-5.878135862,-3.506557897,1.022450928,2.864483987,NA,-4.039856377,NA,NA,NA,-3.912023005,0.09531018,NA,-1.078809661,-5.521460918,-5.298317367,-0.597837001,-3.912023005,0.792992516,NA,-0.846764669,NA,-6.032286542,-2.302585093,NA,-4.605170186,-2.491327218,-2.525728644,-1.143191332,-3.151217176,0.996948635,-3.218875825,3.286160572,NA,-0.541972353,-1.171182982,-3.393229212,-3.179655112,-2.813410717,-2.525728644,-0.810130536,-2.407945609,-2.510840032,-1.705948813,-4.605170186,-0.328504067,1.822935087,NA,-0.142485648,-0.494296322,-2.326877786,-1.368847448,-2.995732274,-2.407945609,-0.533753128,-1.966112856,-0.816445397,-1.074700469,-3.506557897,0.21511138,1.87946505,NA,-3.995404614,NA,-5.521460918,-3.020024966,-3.912023005,-2.995732274,-2.592937394,-1.897119985,-2.95651156,-5.339139361,-3.506557897,-4.605170186,3.535145354
NA,-3.087847562,-0.597837001,-4.086376393,-5.051457289,-4.605170186,-1.897119985,-3.665162927,-0.776528789,-4.074541935,-5.184988681,-1.897119985,1.423108334,2.357073278,NA,-1.019431491,-1.272965676,-4.086376393,-3.995404614,-3.506557897,-1.139434283,-4.406319327,-1.560647748,-4.268697949,-5.952243834,-1.897119985,1.432700734,3.017982882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.872802292,NA,-6.43775165,-4.240527072,-2.995732274,-1.46967597,-3.79869432,-1.514127733,-2.073061935,-5.083205987,1.043804052,-3.506557897,3.160822893,NA,-1.954749098,-1.171182982,-2.854232711,-3.519980918,-3.912023005,-0.84397007,-2.407945609,-1.386294361,-2.739540868,-3.270169119,-3.218875825,0.182321557,1.845300236,NA,-7.13089883,-0.562118918,-3.952845,-3.07045582,-3.506557897,-1.049822124,-1.625567294,-1.272965676,-3.040729639,-3.680911284,-3.218875825,0.470003629,1.706564623,NA,-3.218875825,NA,-3.995404614,-2.95651156,-4.605170186,-1.078809661,-2.598299337,-1.108662625,-2.137070655,-3.772261063,-2.525728644,-1.30933332,3.464485121
NA,-0.678849876,-1.139434283,-3.280751229,-4.565949473,-3.912023005,-4.605170186,-3.028255465,-3.218875825,-3.995404614,-4.390058806,-2.995732274,2.005525859,3.208421367,NA,-0.592759007,-1.609437912,-3.995404614,-3.995404614,-4.605170186,-4.605170186,-2.198225078,NA,-3.270169119,-4.879607032,-1.203972804,2.441477092,3.310543013,NA,-7.13089883,NA,NA,NA,NA,-3.688879454,NA,-3.283414346,-6.214608098,-6.214608098,-0.430782916,-2.590267165,3.803602256,NA,-2.63108916,NA,-7.13089883,-4.086376393,-3.218875825,-1.609437912,-5.298317367,-2.813410717,-2.538307427,-4.297685486,0.862889955,NA,3.123245594,NA,-1.857899272,-2.525728644,-3.634391269,-3.123565645,-3.506557897,-4.605170186,-0.835171681,-2.525728644,-1.894456867,-2.758291418,NA,-0.105360516,1.601405741,NA,-0.644738041,-1.714798428,-3.417326764,-2.653562016,-2.995732274,-4.605170186,-0.664365379,-1.966112856,-2.611831343,-3.341043459,-3.912023005,0.463734016,2.032087845,NA,-1.006215439,-0.010050336,-6.032286542,-2.774190004,-4.605170186,-3.218875825,-1.313043899,-2.995732274,-3.399199379,-4.933674253,-2.659260037,1.160020917,2.983153491
NA,-1.212004976,-1.966112856,-4.828313737,-5.051457289,-4.605170186,NA,-3.696911626,-3.912023005,-4.828313737,-5.339139361,NA,1.581038438,2.542389085,NA,-1.347073648,-2.659260037,-5.744604469,-4.422848629,-4.605170186,-2.302585093,-5.11599581,-3.218875825,-4.028556822,-5.184988681,-1.966112856,1.403642999,2.747270914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.911391125,NA,-7.13089883,-3.467337184,-4.605170186,-0.510825624,-3.066154738,-3.506557897,-3.218875825,-3.746508567,-0.040821995,NA,2.7631695,NA,-6.032286542,-2.120263536,-3.519980918,-3.665162927,-3.912023005,-1.30933332,-1.132582808,-2.995732274,-2.617295838,-3.101092789,NA,1.247032294,2.010894999,NA,-3.467337184,-3.218875825,-3.547379892,-3.696911626,-1.966112856,-1.832581464,-1.036764885,-2.302585093,-2.676551534,-3.381394754,NA,2.32532458,2.157559321,NA,-1.485451933,-0.84397007,-5.744604469,-3.547379892,-4.605170186,-1.609437912,-1.835084594,-2.813410717,-3.015934981,-4.605170186,-2.813410717,1.124929597,2.660958594
NA,-1.788564578,-1.427116356,-3.995404614,-4.422848629,-4.605170186,NA,-2.712058222,-3.912023005,-3.713172147,-5.083205987,-3.912023005,2.012232792,2.689207113,NA,-1.536187451,-1.049822124,-4.491841501,-3.952845,NA,-2.120263536,-1.32275634,-3.912023005,-4.051285073,-5.878135862,-1.660731207,1.793424749,2.712042222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.832581464,-2.207274913,-7.13089883,-4.491841501,-3.912023005,-1.30933332,-2.120263536,-3.218875825,-2.513306124,-4.474141924,0.048790164,-1.660731207,2.32532458,NA,-2.972015747,-0.84397007,-2.712058222,-3.912023005,-2.813410717,NA,-0.224644677,-2.813410717,-2.611831343,-3.296837366,-4.605170186,1.768149604,1.638996715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.704410373,-0.127833372,-7.13089883,-3.604538306,-3.506557897,-2.813410717,-1.463607464,-2.995732274,-2.474560358,-3.922073341,-3.912023005,1.247032294,1.969905655
NA,-1.868208641,-0.798507696,-4.491841501,-4.186459851,-3.912023005,-2.407945609,-2.465104022,-1.609437912,-3.417326764,-4.96184513,-1.427116356,1.726331664,3.793689818,NA,-0.62511477,-0.820980552,-4.039856377,-4.491841501,-3.912023005,-2.120263536,-3.275446176,-2.407945609,-4.074541935,-5.149897361,-1.46967597,1.776645831,3.351656936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.696911626,-2.525728644,-4.565949473,-4.491841501,NA,-0.371063681,-4.645992181,-2.813410717,-3.254503003,-2.727233021,0.641853886,-0.415515444,2.837908188,NA,NA,-0.544727175,NA,NA,-4.605170186,-1.966112856,NA,-1.966112856,NA,NA,NA,0.959350221,1.835776355,NA,NA,0.270027137,NA,NA,-2.207274913,-2.525728644,NA,-2.525728644,NA,NA,NA,-0.274436846,1.566530411,NA,-1.284460055,-0.261364764,-4.297685486,-4.491841501,-4.605170186,-1.897119985,-2.796881415,-2.120263536,-3.165335058,-5.626821434,-2.040220829,0.951657876,2.24495598
NA,-3.763603,-1.609437912,-5.339139361,-5.051457289,-2.525728644,-3.506557897,-3.816712826,-1.272965676,-4.062845895,-3.540459449,-3.218875825,1.430311247,4.065773605,NA,-3.10554714,-2.120263536,-5.521460918,-3.872802292,-4.605170186,-2.659260037,-4.028556822,-1.609437912,-3.780994743,-3.853754097,-0.84397007,1.589235205,3.494991261,NA,-7.13089883,NA,NA,NA,NA,-1.386294361,NA,-2.120263536,-5.80914299,-6.907755279,0.198850859,-3.912023005,4.07973841,NA,-2.203645145,-3.218875825,NA,-4.733003557,-4.605170186,-1.660731207,-4.051285073,-2.813410717,-4.062845895,-3.863232841,1.16315081,-0.198450939,2.868466923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.287682072,NA,NA,-3.218875825,-3.218875825,NA,-1.897119985,NA,NA,-2.813410717,-0.210721031,2.427454075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.912023005,-1.46967597,-6.214608098,-3.218875825,-5.11599581,NA,0.009950331,-2.040220829,3.525477782,NA,-2.80016549,-1.078809661,-2.515778313,-5.521460918,-2.995732274,-1.272965676,-1.438851612,-1.560647748,-3.696911626,-4.456750181,NA,0.122217633,2.557227311,NA,NA,-0.430782916,-3.020024966,-5.339139361,-2.813410717,-1.966112856,-1.547402522,-2.207274913,-3.302257434,-4.342805922,-4.605170186,0.076961041,2.112634509,NA,-7.13089883,-2.407945609,-3.872802292,-5.744604469,-2.407945609,-1.514127733,-3.189317023,-2.813410717,-3.270169119,-7.13089883,-0.891598119,0.292669614,3.415757533
NA,-3.141914784,NA,-3.912023005,-5.339139361,-2.659260037,-3.218875825,-2.225624052,-0.891598119,-3.448288989,-4.645992181,-1.386294361,NA,3.522529667,NA,-4.491841501,NA,-3.259697819,-4.733003557,-4.605170186,-2.995732274,-2.068303797,-1.714798428,-3.882464203,-4.645992181,-0.616186139,NA,3.295095851,NA,NA,NA,NA,NA,-4.605170186,-0.967584026,NA,-1.203972804,-5.11599581,-7.13089883,-0.616186139,NA,3.308716529,NA,-5.744604469,NA,-5.339139361,-6.032286542,NA,-1.237874356,NA,NA,-3.341043459,-3.665162927,0.148420005,-4.605170186,3.524888854,NA,-2.001000115,-1.171182982,-2.609110253,-5.339139361,-3.506557897,-2.813410717,-2.685310714,-1.714798428,-2.645075402,-3.597212266,-3.912023005,0.198850859,2.145931283,NA,-3.835061964,-0.755022584,-3.763603,-3.634391269,-4.605170186,NA,-0.835171681,-1.966112856,-2.314657674,-3.146555163,-3.506557897,-0.210721031,2.43798973,NA,-1.915963073,NA,-3.036554268,-4.565949473,-3.912023005,-3.912023005,-1.670250052,-1.897119985,-3.074775481,-5.02068563,-1.514127733,NA,4.272490748
-4.605170186,NA,-1.078809661,-3.280751229,-6.43775165,-1.966112856,-1.46967597,-3.575550769,-1.078809661,-4.96184513,NA,-2.659260037,2.222459049,1.396244692,NA,NA,-1.139434283,-4.933674253,-5.744604469,-3.912023005,-1.272965676,NA,-1.660731207,-5.80914299,-7.13089883,-1.714798428,2.03077637,0.198850859,NA,NA,NA,NA,NA,-3.506557897,-0.693147181,NA,-0.544727175,NA,NA,-1.171182982,0.148420005,1.187843422,NA,NA,NA,-7.13089883,-7.13089883,NA,-1.560647748,-5.083205987,-1.897119985,-2.718100537,-6.214608098,1.184789985,-1.966112856,3.937105786,NA,-7.13089883,-2.525728644,-3.442019376,-4.135166557,-2.302585093,-1.272965676,-1.703748592,-0.967584026,-3.066154738,-3.816712826,-4.605170186,0.506817602,2.851861903,NA,-2.95651156,-1.832581464,-2.049494465,-4.491841501,-2.659260037,-2.120263536,-1.713687934,-1.46967597,-3.036554268,-4.051285073,-4.605170186,1.011600912,2.764430535,NA,NA,NA,NA,NA,-3.912023005,-1.609437912,NA,-2.040220829,-6.214608098,NA,-1.386294361,NA,3.348148161
NA,-1.977607236,0.770108222,-2.394700382,-4.240527072,-2.813410717,-3.218875825,-2.446455463,-1.386294361,-1.910543005,-2.353878387,-2.525728644,1.510721939,-2.407945609,NA,-1.932401799,0.2390169,-2.412399959,-4.491841501,-3.506557897,-2.995732274,-4.186459851,-2.525728644,-3.079113882,-3.028255465,-1.897119985,0.570979547,-3.912023005,NA,-1.196004635,-1.660731207,NA,NA,-3.912023005,-0.733969175,-5.744604469,-0.994252273,-5.521460918,-6.214608098,-2.120263536,-0.673344553,-2.407945609,NA,-1.136937403,NA,-4.358310108,-4.565949473,NA,-2.813410717,-6.214608098,-1.714798428,-2.861201381,-4.853631545,0.741937345,-4.605170186,3.39785848,NA,-1.793360751,-0.733969175,-2.120263536,-3.239078532,-2.407945609,-2.407945609,-0.930389656,-1.514127733,-1.5711792,-2.488914671,NA,-0.15082289,2.440606391,NA,-1.646101897,0.277631737,-1.983404353,-2.854232711,-2.813410717,-3.912023005,-1.319757837,-1.560647748,-2.383795148,-2.991740252,-4.605170186,0.88376754,2.553343811,NA,-1.28157405,NA,-3.575550769,-3.872802292,-3.912023005,-4.605170186,-2.123602437,-2.120263536,-2.783851915,-3.922073341,-3.506557897,NA,3.293240907
